cliente_id,campana,fecha_envio,canal_contacto,abrio_email,clickeo_link,compro,primer_compra_campana
105126,verano_2024,2024-06-22,email,True,False,False,
103482,verano_2024,2024-06-18,email,False,,False,
106221,verano_2024,2024-06-25,email,False,,False,
107304,verano_2024,2024-06-21,push,,,True,2024-08-23
103380,verano_2024,2024-06-24,email,False,,False,
108286,verano_2024,2024-06-29,email,False,,False,
113598,verano_2024,2024-06-26,Email,True,True,False,
111752,verano_2024,2024-06-24,email,True,True,True,2024-08-10
104074,verano_2024,2024-06-19,push,,,True,2024-08-11
107150,verano_2024,2024-06-29,email,False,,False,
107248,verano_2024,2024-06-15,email,False,,False,
100896,verano_2024,2024-06-15,email,False,,False,
103112,verano_2024,2024-06-17,email,False,,False,
104515,verano_2024,2024-06-19,email,True,False,False,
101324,verano_2024,2024-06-23,email,True,True,True,2024-08-23
107437,verano_2024,2024-06-18,push,,,False,
103502,verano_2024,2024-06-29,email,False,,False,
112855,verano_2024,2024-06-15,email,False,,False,
107699,verano_2024,2024-06-22,push,,,False,
111090,verano_2024,2024-06-26,sms,,,True,2024-08-28
110370,verano_2024,2024-06-25,email,False,,False,
106758,verano_2024,2024-06-22,email,False,,False,
101684,verano_2024,2024-06-18,email,False,,False,
100512,verano_2024,2024-06-25,push,,,True,2024-08-05
104130,verano_2024,2024-06-27,email,False,,False,
101347,verano_2024,2024-06-24,Email,False,,True,2024-08-04
105654,verano_2024,2024-06-25,Email,True,False,False,
107607,verano_2024,2024-06-26,email,False,,True,2024-08-02
114793,verano_2024,2024-06-15,push,,,False,
109489,verano_2024,2024-06-21,push,,,True,2024-07-22
113644,verano_2024,2024-06-18,push,,,False,
110028,verano_2024,2024-06-28,email,False,,False,
104780,verano_2024,2024-06-28,email,True,False,True,2024-07-07
110736,verano_2024,2024-06-17,sms,,,False,
109453,verano_2024,2024-06-21,email,False,,False,
113850,verano_2024,2024-06-21,push,,,False,
112907,verano_2024,2024-06-26,SMS,,,True,2024-07-22
104192,verano_2024,2024-06-18,email,False,,False,
100340,verano_2024,2024-06-25,push,,,False,
103734,verano_2024,2024-06-16,push,,,True,2024-07-04
112314,verano_2024,2024-06-21,push,,,False,
104120,verano_2024,2024-06-24,push,,,True,2024-07-26
105207,verano_2024,2024-06-25,email,False,,False,
100938,verano_2024,2024-06-25,sms,,,False,
101480,verano_2024,2024-06-17,email,False,,True,2024-08-18
100543,verano_2024,2024-06-29,email,False,,False,
107031,verano_2024,2024-06-27,Email,False,,True,2024-07-04
101767,verano_2024,2024-06-27,email,False,,False,
108294,verano_2024,2024-06-23,push,,,False,
110655,verano_2024,2024-06-22,email,False,,False,
100477,verano_2024,2024-06-17,Email,True,False,False,
101023,verano_2024,2024-06-29,email,True,False,False,
109030,verano_2024,2024-06-19,push,,,False,
101748,verano_2024,2024-06-21,email,True,False,False,
100903,verano_2024,2024-06-20,email,True,False,False,
101011,verano_2024,2024-06-24,email,True,True,False,
109001,verano_2024,2024-06-19,push,,,False,
100737,verano_2024,2024-06-24,email,True,True,False,
114802,verano_2024,2024-06-16,email,False,,False,
108471,verano_2024,2024-06-22,sms,,,True,2024-08-27
108383,verano_2024,2024-06-23,email,False,,False,
104005,verano_2024,2024-06-24,email,True,False,False,
110200,verano_2024,2024-06-27,email,False,,False,
102474,verano_2024,2024-06-25,email,True,False,False,
112452,verano_2024,2024-06-28,email,True,False,False,
107746,verano_2024,2024-06-20,email,True,True,True,2024-07-23
105652,verano_2024,2024-06-20,email,False,,False,
111185,verano_2024,2024-06-21,push,,,True,2024-07-12
100128,verano_2024,2024-06-20,email,False,,False,
111179,verano_2024,2024-06-22,email,False,,False,
108956,verano_2024,2024-06-28,email,True,False,True,2024-07-12
103814,verano_2024,2024-06-29,push,,,True,2024-08-01
113692,verano_2024,2024-06-28,push,,,True,2024-08-02
106464,verano_2024,2024-06-22,email,False,,False,
103979,verano_2024,2024-06-25,sms,,,True,2024-08-27
100151,verano_2024,2024-06-17,email,False,,False,
100124,verano_2024,2024-06-24,push,,,False,
112125,verano_2024,2024-06-18,email,False,,False,
113042,verano_2024,2024-06-20,email,True,False,False,
115039,verano_2024,2024-06-23,email,True,False,False,
107137,verano_2024,2024-06-26,sms,,,False,
114982,verano_2024,2024-06-20,push,,,False,
113152,verano_2024,2024-06-17,email,True,False,False,
102933,verano_2024,2024-06-28,sms,,,False,
109028,verano_2024,2024-06-17,email,True,False,False,
111794,verano_2024,2024-06-21,email,True,True,False,
110866,verano_2024,2024-06-28,email,True,False,False,
109339,verano_2024,2024-06-22,email,False,,False,
102563,verano_2024,2024-06-20,Email,False,,False,
101271,verano_2024,2024-06-16,email,False,,False,
103990,verano_2024,2024-06-19,sms,,,True,2024-07-28
112226,verano_2024,2024-06-24,email,True,False,False,
105844,verano_2024,2024-06-20,email,False,,False,
100020,verano_2024,2024-06-26,email,False,,False,
105509,verano_2024,2024-06-21,email,True,False,False,
107769,verano_2024,2024-06-23,email,True,False,True,2024-07-17
101548,verano_2024,2024-06-23,push,,,False,
101534,verano_2024,2024-06-23,email,False,,False,
102555,verano_2024,2024-06-16,email,True,False,False,
103411,verano_2024,2024-06-16,push,,,False,
106599,verano_2024,2024-06-18,sms,,,False,
107999,verano_2024,2024-06-29,email,False,,False,
114965,verano_2024,2024-06-25,email,False,,False,
104751,verano_2024,2024-06-21,Email,False,,False,
108177,verano_2024,2024-06-24,push,,,False,
107822,verano_2024,2024-06-28,push,,,True,2024-08-09
104537,verano_2024,2024-06-15,email,False,,False,
114104,verano_2024,2024-06-23,push_notification,,,False,
100089,verano_2024,2024-06-21,push,,,False,
115205,verano_2024,2024-06-25,push,,,False,
110280,verano_2024,2024-06-21,email,True,False,False,
107782,verano_2024,2024-06-22,sms,,,False,
109004,verano_2024,2024-06-21,email,True,False,False,
106197,verano_2024,2024-06-29,email,True,False,False,
108283,verano_2024,2024-06-23,email,False,,False,
107361,verano_2024,2024-06-24,email,False,,False,
114794,verano_2024,2024-06-22,email,False,,False,
109625,verano_2024,2024-06-28,email,True,False,False,
102969,verano_2024,2024-06-22,email,False,,False,
101108,verano_2024,2024-06-21,email,True,True,False,
108674,verano_2024,2024-06-16,sms,,,False,
107464,verano_2024,2024-06-17,email,True,False,False,
111314,verano_2024,2024-06-24,email,False,,False,
103483,verano_2024,2024-06-18,Email,True,False,False,
102860,verano_2024,2024-06-27,push,,,True,2024-07-02
103661,verano_2024,2024-06-29,email,True,False,False,
101749,verano_2024,2024-06-22,sms,,,False,
104683,verano_2024,2024-06-20,push,,,True,2024-08-05
109531,verano_2024,2024-06-20,sms,,,True,2024-08-22
109203,verano_2024,2024-06-19,email,True,False,False,
107411,verano_2024,2024-06-24,email,True,False,False,
102797,verano_2024,2024-06-28,email,False,,False,
103326,verano_2024,2024-06-26,email,False,,False,
107204,verano_2024,2024-06-24,push,,,False,
106693,verano_2024,2024-06-26,email,True,False,False,
101769,verano_2024,2024-06-21,email,False,,False,
107758,verano_2024,2024-06-17,email,True,True,False,
106149,verano_2024,2024-06-28,email,False,,False,
110076,verano_2024,2024-06-28,email,True,False,False,
112161,verano_2024,2024-06-24,email,False,,False,
109396,verano_2024,2024-06-16,email,False,,False,
100103,verano_2024,2024-06-18,SMS,,,False,
102141,verano_2024,2024-06-28,email,True,False,False,
101607,verano_2024,2024-06-23,push,,,False,
102232,verano_2024,2024-06-26,email,False,,False,
109781,verano_2024,2024-06-17,email,False,,True,2024-07-24
111044,verano_2024,2024-06-27,email,False,,False,
104936,verano_2024,2024-06-17,push,,,False,
106425,verano_2024,2024-06-21,sms,,,False,
112523,verano_2024,2024-06-21,email,False,,False,
108964,verano_2024,2024-06-18,email,False,,False,
104231,verano_2024,2024-06-15,email,True,False,False,
109301,verano_2024,2024-06-26,email,False,,False,
103669,verano_2024,2024-06-18,push,,,False,
107192,verano_2024,2024-06-17,push,,,False,
107530,verano_2024,2024-06-16,push,,,True,2024-08-12
102361,verano_2024,2024-06-15,push,,,False,
110281,verano_2024,2024-06-22,email,True,False,False,
107336,verano_2024,2024-06-29,email,True,False,False,
108827,verano_2024,2024-06-22,email,False,,True,2024-07-28
109486,verano_2024,2024-06-16,push,,,False,
102440,verano_2024,2024-06-28,push,,,False,
113223,verano_2024,2024-06-21,Email,True,False,False,
104466,verano_2024,2024-06-22,sms,,,False,
106562,verano_2024,2024-06-22,email,False,,False,
101088,verano_2024,2024-06-24,email,False,,False,
106481,verano_2024,2024-06-17,push_notification,,,False,
108240,verano_2024,2024-06-28,email,True,False,False,
104448,verano_2024,2024-06-27,email,True,False,False,
106792,verano_2024,2024-06-28,email,True,False,False,
106436,verano_2024,2024-06-26,email,True,False,False,
106858,verano_2024,2024-06-19,email,True,False,False,
108762,verano_2024,2024-06-20,push,,,False,
102460,verano_2024,2024-06-21,email,True,False,False,
107284,verano_2024,2024-06-21,email,True,False,False,
114450,verano_2024,2024-06-24,push,,,False,
113069,verano_2024,2024-06-18,email,False,,False,
110644,verano_2024,2024-06-22,email,True,False,False,
104864,verano_2024,2024-06-16,push,,,False,
109566,verano_2024,2024-06-29,push,,,False,
106423,verano_2024,2024-06-26,email,False,,False,
112658,verano_2024,2024-06-15,email,True,False,False,
104581,verano_2024,2024-06-28,email,False,,False,
108114,verano_2024,2024-06-26,push,,,False,
103215,verano_2024,2024-06-26,email,True,True,False,
102185,verano_2024,2024-06-22,email,False,,False,
110680,verano_2024,2024-06-29,sms,,,False,
110920,verano_2024,2024-06-16,email,True,False,False,
104875,verano_2024,2024-06-21,email,False,,True,2024-07-07
100252,verano_2024,2024-06-29,email,False,,False,
105505,verano_2024,2024-06-24,email,False,,False,
104521,verano_2024,2024-06-29,email,False,,False,
103945,verano_2024,2024-06-17,sms,,,False,
107966,verano_2024,2024-06-20,email,True,False,False,
113549,verano_2024,2024-06-29,push,,,False,
109684,verano_2024,2024-06-27,email,False,,False,
113938,verano_2024,2024-06-23,email,False,,False,
106602,verano_2024,2024-06-15,email,False,,False,
108324,verano_2024,2024-06-28,email,False,,False,
105029,verano_2024,2024-06-22,email,True,True,False,
110804,verano_2024,2024-06-27,email,False,,False,
114828,verano_2024,2024-06-27,push_notification,,,False,
108250,verano_2024,2024-06-27,Email,False,,False,
101625,verano_2024,2024-06-16,email,False,,False,
109546,verano_2024,2024-06-19,push,,,False,
109086,verano_2024,2024-06-16,push,,,True,2024-07-09
106187,verano_2024,2024-06-22,email,True,False,False,
114650,verano_2024,2024-06-21,Email,False,,False,
111751,verano_2024,2024-06-21,email,True,False,False,
101227,verano_2024,2024-06-17,push_notification,,,True,2024-07-09
107720,verano_2024,2024-06-27,email,True,True,False,
105437,verano_2024,2024-06-16,push,,,False,
105285,verano_2024,2024-06-25,email,False,,False,
110201,verano_2024,2024-06-21,push,,,True,2024-07-20
108642,verano_2024,2024-06-17,email,True,False,False,
103828,verano_2024,2024-06-24,email,True,False,False,
100388,verano_2024,2024-06-20,email,False,,False,
100197,verano_2024,2024-06-25,email,True,False,False,
114980,verano_2024,2024-06-25,sms,,,False,
109757,verano_2024,2024-06-17,email,False,,False,
113343,verano_2024,2024-06-18,email,False,,False,
106843,verano_2024,2024-06-24,email,True,False,True,2024-08-23
107638,verano_2024,2024-06-19,email,True,True,False,
111148,verano_2024,2024-06-18,push,,,False,
107587,verano_2024,2024-06-25,email,True,True,True,2024-07-11
103528,verano_2024,2024-06-20,email,True,False,False,
110064,verano_2024,2024-06-23,Email,False,,False,
108119,verano_2024,2024-06-27,sms,,,False,
110052,verano_2024,2024-06-29,push,,,False,
101870,verano_2024,2024-06-18,email,False,,False,
111928,verano_2024,2024-06-27,email,False,,False,
106740,verano_2024,2024-06-16,push,,,True,2024-07-03
104169,verano_2024,2024-06-28,email,False,,False,
104829,verano_2024,2024-06-19,push,,,False,
108300,verano_2024,2024-06-16,email,False,,False,
107664,verano_2024,2024-06-21,email,True,False,False,
102158,verano_2024,2024-06-22,email,True,False,False,
102657,verano_2024,2024-06-24,email,False,,True,2024-07-23
112736,verano_2024,2024-06-28,push,,,False,
110311,verano_2024,2024-06-26,email,True,False,False,
103155,verano_2024,2024-06-20,email,True,False,False,
100412,verano_2024,2024-06-28,Email,False,,False,
113056,verano_2024,2024-06-25,sms,,,False,
110420,verano_2024,2024-06-23,sms,,,True,
109163,verano_2024,2024-06-20,email,True,False,False,
110190,verano_2024,2024-06-20,email,False,,False,
106246,verano_2024,2024-06-27,push,,,True,2024-08-29
110125,verano_2024,2024-06-16,sms,,,False,
109261,verano_2024,2024-06-18,sms,,,False,
103211,verano_2024,2024-06-22,email,True,False,False,
103602,verano_2024,2024-06-29,sms,,,False,
114221,verano_2024,2024-06-26,email,False,,False,
105599,verano_2024,2024-06-29,push,,,False,
106461,verano_2024,2024-06-18,push,,,False,
108077,verano_2024,2024-06-15,push,,,False,
108055,verano_2024,2024-06-28,email,True,False,False,
104975,verano_2024,2024-06-29,email,True,True,False,
109306,verano_2024,2024-06-23,email,False,,False,
108664,verano_2024,2024-06-23,email,False,,False,
103373,verano_2024,2024-06-25,email,False,,False,
111434,verano_2024,2024-06-19,push,,,True,2024-08-29
109365,verano_2024,2024-06-15,push,,,False,
101124,verano_2024,2024-06-29,email,True,False,False,
110939,verano_2024,2024-06-15,email,False,,False,
112987,verano_2024,2024-06-17,email,False,,False,
108361,verano_2024,2024-06-29,push_notification,,,True,2024-08-17
106026,verano_2024,2024-06-29,email,True,False,False,
103015,verano_2024,2024-06-26,email,False,,False,
107075,verano_2024,2024-06-20,email,False,,False,
101120,verano_2024,2024-06-26,email,False,,False,
105715,verano_2024,2024-06-26,email,True,False,False,
114939,verano_2024,2024-06-26,email,False,,False,
105401,verano_2024,2024-06-26,push,,,True,2024-07-14
101373,verano_2024,2024-06-18,email,False,,False,
103070,verano_2024,2024-06-24,email,False,,False,
102684,verano_2024,2024-06-16,push,,,True,2024-08-24
110727,verano_2024,2024-06-27,email,False,,False,
112801,verano_2024,2024-06-26,email,False,,False,
107551,verano_2024,2024-06-19,push,,,False,
101035,verano_2024,2024-06-27,sms,,,True,2024-07-27
107260,verano_2024,2024-06-27,sms,,,False,
110246,verano_2024,2024-06-22,push,,,True,2024-07-28
114130,verano_2024,2024-06-23,email,False,,True,2024-07-06
106175,verano_2024,2024-06-26,push,,,False,
100380,verano_2024,2024-06-22,email,False,,False,
109356,verano_2024,2024-06-23,sms,,,True,2024-07-24
107189,verano_2024,2024-06-28,push,,,True,2024-07-18
105897,verano_2024,2024-06-18,email,False,,False,
105647,verano_2024,2024-06-19,sms,,,False,
105340,verano_2024,2024-06-18,email,False,,False,
103644,verano_2024,2024-06-25,sms,,,False,
113354,verano_2024,2024-06-26,push,,,False,
107585,verano_2024,2024-06-18,email,True,True,False,
108199,verano_2024,2024-06-15,push,,,False,
108482,verano_2024,2024-06-15,email,False,,False,
107154,verano_2024,2024-06-25,sms,,,False,
104258,verano_2024,2024-06-24,push,,,True,2024-07-20
113136,verano_2024,2024-06-20,email,False,,False,
114935,verano_2024,2024-06-19,email,False,,False,
114170,verano_2024,2024-06-28,email,False,,False,
100048,verano_2024,2024-06-23,email,False,,False,
102324,verano_2024,2024-06-26,email,True,False,True,
102472,verano_2024,2024-06-26,push,,,True,2024-08-28
106206,verano_2024,2024-06-15,push,,,False,
109979,verano_2024,2024-06-23,push,,,False,
109894,verano_2024,2024-06-25,email,False,,False,
113890,verano_2024,2024-06-22,sms,,,True,2024-07-29
112697,verano_2024,2024-06-28,email,False,,False,
109295,verano_2024,2024-06-16,email,False,,False,
110947,verano_2024,2024-06-24,push,,,True,2024-07-13
113835,verano_2024,2024-06-27,email,False,,False,
105770,verano_2024,2024-06-28,sms,,,True,2024-08-15
114139,verano_2024,2024-06-16,email,True,False,False,
102907,verano_2024,2024-06-23,email,False,,False,
102849,verano_2024,2024-06-18,email,True,False,True,2024-08-16
110964,verano_2024,2024-06-17,email,False,,False,
105262,verano_2024,2024-06-29,email,True,False,False,
110312,verano_2024,2024-06-17,push,,,False,
106419,verano_2024,2024-06-23,email,True,True,False,
107345,verano_2024,2024-06-25,email,False,,False,
101012,verano_2024,2024-06-25,email,True,False,False,
108778,verano_2024,2024-06-22,email,False,,False,
104694,verano_2024,2024-06-27,email,False,,True,2024-07-09
106374,verano_2024,2024-06-16,email,False,,False,
114418,verano_2024,2024-06-18,email,False,,False,
110165,verano_2024,2024-06-15,email,False,,False,
103577,verano_2024,2024-06-28,email,False,,True,2024-07-31
111720,verano_2024,2024-06-26,email,True,False,False,
115207,verano_2024,2024-06-21,sms,,,True,2024-08-21
100908,verano_2024,2024-06-21,email,False,,False,
111855,verano_2024,2024-06-28,Email,True,True,True,2024-08-05
110505,verano_2024,2024-06-21,email,True,False,False,
103904,verano_2024,2024-06-15,email,True,False,False,
100352,verano_2024,2024-06-16,email,False,,False,
105419,verano_2024,2024-06-22,email,False,,True,2024-08-22
102343,verano_2024,2024-06-20,Email,False,,False,
104885,verano_2024,2024-06-28,email,True,False,False,
104953,verano_2024,2024-06-19,email,False,,False,
105752,verano_2024,2024-06-28,email,False,,False,
115084,verano_2024,2024-06-26,sms,,,False,
109842,verano_2024,2024-06-22,push,,,True,2024-07-10
112001,verano_2024,2024-06-22,email,True,False,False,
104245,verano_2024,2024-06-27,email,True,True,False,
115066,verano_2024,2024-06-16,email,True,False,False,
114088,verano_2024,2024-06-29,email,True,True,False,
112575,verano_2024,2024-06-16,email,False,,False,
113409,verano_2024,2024-06-23,email,True,True,False,
110276,verano_2024,2024-06-15,email,False,,False,
109439,verano_2024,2024-06-18,sms,,,True,2024-07-23
105806,verano_2024,2024-06-18,email,False,,False,
102627,verano_2024,2024-06-15,email,False,,False,
112009,verano_2024,2024-06-23,push_notification,,,False,
113095,verano_2024,2024-06-27,email,True,False,False,
110548,verano_2024,2024-06-16,email,True,False,False,
102814,verano_2024,2024-06-23,sms,,,False,
102674,verano_2024,2024-06-24,sms,,,False,
113986,verano_2024,2024-06-26,email,False,,False,
109331,verano_2024,2024-06-16,email,True,False,False,
103099,verano_2024,2024-06-16,sms,,,False,
111268,verano_2024,2024-06-24,email,False,,False,
110882,verano_2024,2024-06-27,email,False,,False,
102302,verano_2024,2024-06-16,email,False,,False,
101460,verano_2024,2024-06-25,email,False,,False,
108923,verano_2024,2024-06-25,sms,,,False,
111257,verano_2024,2024-06-19,sms,,,True,2024-08-24
104607,verano_2024,2024-06-15,email,False,,False,
104541,verano_2024,2024-06-19,email,False,,True,2024-07-17
109731,verano_2024,2024-06-15,email,True,False,False,
108747,verano_2024,2024-06-29,push,,,True,2024-08-22
114323,verano_2024,2024-06-15,email,True,False,False,
113415,verano_2024,2024-06-16,email,True,False,False,
100931,verano_2024,2024-06-19,email,False,,False,
107301,verano_2024,2024-06-16,push,,,True,2024-08-17
106904,verano_2024,2024-06-25,email,False,,False,
105598,verano_2024,2024-06-22,email,True,True,False,
113484,verano_2024,2024-06-29,email,False,,False,
107066,verano_2024,2024-06-26,email,False,,False,
107954,verano_2024,2024-06-25,sms,,,True,2024-07-28
100915,verano_2024,2024-06-29,sms,,,True,2024-07-31
109393,verano_2024,2024-06-18,email,True,False,False,
102677,verano_2024,2024-06-20,push_notification,,,False,
103820,verano_2024,2024-06-26,email,True,False,False,
112177,verano_2024,2024-06-29,email,False,,False,
107140,verano_2024,2024-06-19,email,True,False,False,
103275,verano_2024,2024-06-15,sms,,,False,
107442,verano_2024,2024-06-26,email,False,,False,
108075,verano_2024,2024-06-19,email,True,False,False,
107413,verano_2024,2024-06-23,email,True,False,False,
105033,verano_2024,2024-06-27,push,,,False,
103949,verano_2024,2024-06-23,email,False,,False,
113172,verano_2024,2024-06-24,sms,,,False,
106559,verano_2024,2024-06-23,push,,,False,
113477,verano_2024,2024-06-28,email,True,True,False,
115193,verano_2024,2024-06-21,email,True,False,False,
105364,verano_2024,2024-06-26,email,False,,False,
102040,verano_2024,2024-06-27,email,True,False,False,
108508,verano_2024,2024-06-28,email,True,True,False,
113545,verano_2024,2024-06-20,email,True,False,False,
103910,verano_2024,2024-06-23,push,,,True,2024-07-22
101808,verano_2024,2024-06-27,email,False,,False,
109231,verano_2024,2024-06-21,email,True,False,False,
100851,verano_2024,2024-06-21,email,True,False,True,2024-08-20
108910,verano_2024,2024-06-19,email,False,,False,
111103,verano_2024,2024-06-19,email,True,False,False,
114200,verano_2024,2024-06-29,email,True,False,False,
108319,verano_2024,2024-06-17,email,True,False,False,
105268,verano_2024,2024-06-22,email,True,False,False,
100177,verano_2024,2024-06-28,push,,,False,
112180,verano_2024,2024-06-25,Email,False,,False,
109871,verano_2024,2024-06-22,push,,,False,
106546,verano_2024,2024-06-18,email,True,False,False,
107253,verano_2024,2024-06-22,email,False,,False,
111528,verano_2024,2024-06-23,push,,,False,
112833,verano_2024,2024-06-18,email,True,False,False,
115006,verano_2024,2024-06-29,email,False,,False,
111903,verano_2024,2024-06-27,push,,,True,2024-07-26
103044,verano_2024,2024-06-15,sms,,,False,
112687,verano_2024,2024-06-17,push,,,False,
103206,verano_2024,2024-06-27,email,False,,False,
102705,verano_2024,2024-06-27,email,False,,True,2024-08-08
102268,verano_2024,2024-06-24,sms,,,False,
111539,verano_2024,2024-06-21,email,False,,False,
100150,verano_2024,2024-06-18,push,,,True,2024-07-30
112898,verano_2024,2024-06-20,sms,,,False,
107181,verano_2024,2024-06-25,email,True,True,False,
103729,verano_2024,2024-06-27,email,False,,False,
115146,verano_2024,2024-06-15,push,,,False,
109355,verano_2024,2024-06-21,sms,,,False,
105712,verano_2024,2024-06-28,push_notification,,,True,2024-07-11
101214,verano_2024,2024-06-25,email,False,,False,
113081,verano_2024,2024-06-16,email,True,False,False,
109726,verano_2024,2024-06-20,email,False,,False,
109442,verano_2024,2024-06-20,Email,False,,False,
